"Plant" "Parent.Genotype" "Stolon" "Label" "Row" "Column" "Pollination" "Herbivory" "HCN" "Glycosides.Ac" "Linamarase.Li" "Prop.mass" "Flower.date" "Mammal.herb" "Status" "Leaf.avg.dmg.1" "Leaf.avg.dmg.2" "Leaf.avg.dmg.3" "Avg.Bnr.Wdth" "Avg.Bnr.Ht" "Avg.bnr.dmg" "Bag.Inf.Wht" "Bag.Seed.Num" "Bag.Seed.Wht" "Biomass.plant" "Num.flwrs" "Total.Seed.mass" "Total.Inf" "Seeds.Inf" "Seed.only" "Block"
"698" 47 "36-2" 11 "47-11" 14 23 "Open" "Ambient" 0 0 1 0.3491 79 NA "ALIVE" 6.4 18.2 1.2 3.61 6.53 NA NA NA NA 31.13 58 2.0952 24 0.0873 1.431796824 "E"
"699" 47 "36-2" 8 "47-8" 22 26 "Supp" "Reduced" 0 0 1 0.5249 29 NA "ALIVE" 2 0.2 5.8 3.27 5.62 0 NA NA NA 13.55 55 1.824 27 0.0675555555555555 1.24646688 "F"
"700" 47 "36-2" 9 "47-9" 2 33 "Open" "Ambient" 0 0 1 0.4037 29 NA "ALIVE" 21.4 1.8 3.6 3.2 5.55 0 NA NA NA 18.33 64 1.446 16 0.090375 0.98815302 "C"
"701" 47 "36-2" 10 "47-10" 3 6 "Open" "Reduced" 0 0 1 0.3938 74 NA "ALIVE" 1.2 2.2 0.8 NA NA NA NA NA NA 19.49 43 0.2533 4 0.063325 0.173097621 "A"
"702" 47 "36-2" 12 "47-12" 16 23 "Open" "Ambient" 0 0 1 0.5138 33 NA "ALIVE" 28 10.4 3.8 3.45 6.11 99 NA NA NA 19.61 67.5 0.503 12 0.0419166666666667 0.34373511 "E"
"703" 47 "36-2" 13 "47-13" 13 4 "Supp" "Ambient" 0 0 1 0.5464 35 NA "ALIVE" 2 1 4 3.49 6.35 87 NA NA NA 72.15 64.5 6.2605 70 0.0894357142857143 4.278237885 "D"
"704" 47 "36-2" 14 "47-14" 1 4 "Supp" "Reduced" 0 0 1 0.4402 39 NA "ALIVE" 1.2 0.4 5.8 3.38 6.06 NA NA NA NA 14.08 NA 0.15 1 0.15 0.1025055 "A"
"705" 48 "114-1" 1 "48-1" 17 25 "Open" "Ambient" 1 1 1 0.4026 32 1 "ALIVE" 6.4 8.4 17.8 NA NA NA NA NA NA 9.57 NA 0.0201 1 0.0201 0.013735737 "F"
"706" 48 "114-1" 12 "48-12" 1 34 "Open" "Ambient" 1 1 1 0.4623 36 NA "ALIVE" 3.2 21.6 6.4 3.2 5.51 NA NA NA NA 95.37 NA 0.0663 1 0.0663 0.045307431 "C"
"707" 48 "114-1" 15 "48-15" 8 13 "Open" "Reduced" 1 1 1 0.5194 58 1 "ALIVE" 9.4 0.8 1.6 3.07 5.33 NA NA NA NA 30.01 74.5 4.1282 44 0.0938227272727273 2.821088034 "B"
"708" 48 "114-1" 16 "48-16" 16 11 "Open" "Ambient" 1 1 1 0.5452 NA NA "ALIVE" 30.4 3 5.8 NA NA NA NA NA NA 99.77 NA 0 0 NA 0 "D"
"709" 48 "114-1" 2 "48-2" 15 9 "Open" "Ambient" 1 1 1 0.4766 12 NA "ALIVE" 2.4 3.2 1 2.28 4.91 37 NA NA NA 102.34 NA 0.097 4 0.02425 0.06628689 "D"
"710" 48 "114-1" 3 "48-3" 13 27 "Open" "Reduced" 1 1 1 0.3315 80 NA "ALIVE" 0 1 1 3.53 6.91 NA NA NA NA 113.53 64 0.77655 12 0.0647125 0.5306709735 "F"
"711" 48 "114-1" 4 "48-4" 10 13 "Supp" "Reduced" 1 1 1 0.3637 NA NA "ALIVE" 5.8 1.2 1.2 NA NA NA NA NA NA 36.58 NA 0 0 NA 0 "B"
"712" 48 "114-1" 5 "48-5" 3 35 "Supp" "Reduced" 1 1 1 0.5486 NA 1 "ALIVE" 0.25 7.4 0 NA NA NA NA NA NA 13.4 NA 0.0392 1 0.0392 0.026788104 "C"
"713" 48 "114-1" 6 "48-6" 7 33 "Supp" "Ambient" 1 1 1 0.3656 NA NA "ALIVE" 7 3.8 1.4 NA NA NA NA NA NA 65.28 NA 0 0 NA 0 "C"
"714" 48 "114-1" 7 "48-7" 22 32 "Open" "Reduced" 1 1 1 0.4215 23 NA "ALIVE" 1 0 0 3.57 6.4 0 NA NA NA 126.96 75 11.6471 106 0.109878301886792 7.959278727 "F"
"715" 48 "114-1" 8 "48-8" 13 19 "Supp" "Ambient" 1 1 1 0.36 36 NA "ALIVE" 2.4 38 6.8 NA NA 98.2 NA NA NA 107.66 73 0.3987 7 0.0569571428571429 0.272459619 "E"
"716" 48 "114-1" 9 "48-9" 20 11 "Open" "Reduced" 1 1 1 0.482 90 1 "ALIVE" 2 0.6 0.4 3.37 5.95 NA NA NA NA 64.84 76 0.4266 12 0.03555 0.291525642 "D"
"717" 48 "114-1" 10 "48-10" 12 28 "Supp" "Reduced" 1 1 1 0.3218 70 1 "ALIVE" 0 1 0 3.46 6.69 NA NA NA NA 197 74.5 1.0602 22 0.0481909090909091 0.724508874 "F"
"718" 48 "114-1" 11 "48-11" 18 33 "Supp" "Ambient" 1 1 1 0.4057 28 NA "ALIVE" 2.8 17.2 2.8 2.97 5.44 47 NA NA NA 28.95 NA 0.1078 3 0.0359333333333333 0.073667286 "F"
"719" 48 "114-1" 13 "48-13" 5 23 "Supp" "Ambient" 1 1 1 0.3891 45 1 "ALIVE" 14.2 22.8 2 NA NA NA NA NA NA 26.83 NA 0 0 NA 0 "B"
"720" 48 "114-1" 14 "48-14" 3 13 "Supp" "Reduced" 1 1 1 0.4681 25 NA "ALIVE" 4 1.4 0.4 3.36 6.17 2.4 NA NA NA 107.22 NA 0.1703 3 0.0567666666666667 0.116377911 "B"
"721" 49 "175-2" 13 "49-13" 9 35 "Open" "Reduced" 1 1 1 0.2641 39 1 "ALIVE" 1 12 1.6 3.26 6.48 0 NA NA NA 13.22 56 2.862 45 0.0636 1.95580494 "C"
"722" 49 "175-2" 1 "49-1" 19 29 "Open" "Ambient" 1 1 1 0.4573 12 1 "ALIVE" 6.6 6.6 7.6 2.89 6 63.8 NA NA NA 3.8 59.5 0.7668 8 0.09585 0.524008116 "F"
"723" 49 "175-2" 2 "49-2" 14 9 "Supp" "Ambient" 1 1 1 0.3063 31 NA "ALIVE" 26.6 9.6 12.2 2.92 5.68 0.4 NA NA NA 45.35 67 15.4184 169 0.0912331360946746 10.536472008 "D"
"724" 49 "175-2" 3 "49-3" 6 5 "Supp" "Reduced" 1 1 1 0.3652 35 1 "ALIVE" 7.75 1.6 4 2.79 5.67 0 NA NA NA 5.98 53 0.1598 6 0.0266333333333333 0.109202526 "A"
"725" 49 "175-2" 4 "49-4" 5 24 "Supp" "Ambient" 1 1 1 0.3943 54 1 "ALIVE" 51.2 34.4 5.6 3.11 5.62 11 NA NA NA 12.94 60 0.7153 6 0.119216666666667 0.488814561 "B"
"726" 49 "175-2" 5 "49-5" 6 4 "Open" "Reduced" 1 1 1 0.4363 49 1 "ALIVE" 4 6.6 0.8 3.03 5.39 26 NA NA NA 33.93 48 3.593 40 0.089825 2.45534841 "A"
"727" 49 "175-2" 6 "49-6" 16 4 "Open" "Reduced" 1 1 1 0.301 30 1 "ALIVE" 3.2 3.2 2 3.13 5.81 98.8 NA NA NA 22.93 60.5 7.7248 68 0.1136 5.278896576 "D"
"728" 49 "175-2" 7 "49-7" 17 13 "Open" "Ambient" 1 1 1 0.3247 19 1 "ALIVE" 42.8 6.6 7.2 2.88 5.21 64.2 NA NA NA 24.03 65.5 1.9719 32 0.061621875 1.347537303 "E"
"729" 49 "175-2" 8 "49-8" 18 6 "Supp" "Reduced" 1 1 1 0.5003 23 NA "ALIVE" 0.8 4.4 1.2 3.3 6.02 3.6 NA NA NA 28.31 83 8.2532 82 0.100648780487805 5.639989284 "D"
"730" 49 "175-2" 9 "49-9" 1 17 "Supp" "Ambient" 1 1 1 0.4184 23 NA "ALIVE" 19.4 48.8 24.6 2.68 5.09 52 NA NA NA 19.44 60.5 0.5873 12 0.0489416666666667 0.401343201 "B"
"731" 49 "175-2" 10 "49-10" 11 25 "Supp" "Reduced" 1 1 1 0.425 28 NA "ALIVE" 5.8 4 6 3.1 5.88 42.6 NA NA NA 22.91 61 3.6289 56 0.0648017857142857 2.479881393 "C"
"732" 49 "175-2" 11 "49-11" 18 19 "Supp" "Reduced" 1 1 1 0.2985 38 1 "ALIVE" 6 10.4 6.4 3.14 5.79 NA NA NA NA 9.93 54.5 1.413 12 0.11775 0.96560181 "E"
"733" 49 "175-2" 12 "49-12" 14 1 "Open" "Ambient" 1 1 1 0.4226 16 NA "ALIVE" 33.8 1.6 6 2.94 5.94 13 0.091 82 0.048 74.39 69 18.7574912110795 163 0.115076633196807 12.8183067689154 "D"
"734" 49 "175-2" 14 "49-14" 12 22 "Open" "Reduced" 1 1 1 0.3281 37 NA "ALIVE" 15.6 1.6 1.8 3.24 6.23 0 NA NA NA 31.34 67 13.3895 109 0.122839449541284 9.149982615 "E"
"735" 49 "175-2" 15 "49-15" 17 5 "Open" "Ambient" 1 1 1 0.397 86 1 "ALIVE" 8.25 15.2 14.4 3.25 5.99 NA NA NA NA 5.89 49 0.075 1 0.075 0.05125275 "D"
"736" 49 "175-2" 16 "49-16" 11 2 "Supp" "Ambient" 1 1 1 0.4343 9 NA "ALIVE" 15.2 1 12.4 3.34 6.72 0 0.11 121 0.067 7.2 NA 0.208191211079503 2 0.104095605539752 0.1422716279154 "A"
"737" 50 "16-8" 12 "50-12" 16 27 "Open" "Ambient" 1 1 1 0.5481 43 NA "ALIVE" 0 2.8 7.6 3.1 6.02 0 NA NA NA 61.91 58.5 4.8165 81 0.059462962962963 3.291451605 "F"
"738" 50 "16-8" 1 "50-1" 8 33 "Supp" "Ambient" 1 1 1 0.5205 6 1 "ALIVE" 0.8 1.8 4.6 2.75 5.06 56 NA NA NA 12.51 58 1.906 36 0.0529444444444444 1.30250322 "C"
"739" 50 "16-8" 2 "50-2" 2 4 "Open" "Reduced" 1 1 1 0.3516 23 1 "ALIVE" 0.8 0.4 4.8 2.99 5.93 0 NA NA NA 20.78 44.5 0.9649 18 0.0536055555555556 0.659383713 "A"
"740" 50 "16-8" 3 "50-3" 2 23 "Open" "Reduced" 1 1 1 0.5126 11 NA "ALIVE" 0.4 0 0.6 2.97 5.81 10 NA NA NA 35.67 56.5 2.6889 39 0.0689461538461539 1.837513593 "B"
"741" 50 "16-8" 4 "50-4" 11 36 "Supp" "Reduced" 1 1 1 0.3224 37 NA "ALIVE" 19.4 1.2 0.4 3.05 6.03 0 NA NA NA 17.99 52 1.2608 18 0.0700444444444444 0.861592896 "C"
"742" 50 "16-8" 5 "50-5" 5 4 "Open" "Ambient" 1 1 1 0.2682 37 NA "ALIVE" 8 25.8 0.8 2.74 5.41 99 NA NA NA 40.34 41.5 1.4696 32 0.045925 1.004280552 "A"
"743" 50 "16-8" 6 "50-6" 8 17 "Supp" "Reduced" 1 1 1 0.3915 6 1 "ALIVE" 7.2 0.6 0.6 3.03 6.1 11.6 NA NA NA 33.54 57.5 1.6077 19 0.0846157894736842 1.098653949 "B"
"744" 50 "16-8" 7 "50-7" 7 2 "Supp" "Reduced" 1 1 1 0.2755 63 1 "ALIVE" 3.8 3.2 2.2 2.98 5.87 0 NA NA NA 14.9 60.5 0.5736 12 0.0478 0.391981032 "A"
"745" 50 "16-8" 8 "50-8" 3 2 "Open" "Ambient" 1 1 1 0.4302 24 NA "ALIVE" 3.2 22.8 3.6 2.83 5.5 57 NA NA NA 31.47 47.5 1.0348 18 0.0574888888888889 0.707151276 "A"
"746" 50 "16-8" 9 "50-9" 13 10 "Open" "Ambient" 1 1 1 0.2872 66 NA "ALIVE" 11 5.6 5.4 3.18 6.17 0 NA NA NA 26.14 54.5 1.6786 21 0.0799333333333333 1.147104882 "D"
"747" 50 "16-8" 10 "50-10" 5 9 "Supp" "Ambient" 1 1 1 0.3539 21 1 "ALIVE" 12.8 4 8.4 2.76 5.23 NA NA NA NA 11.64 51 0.3244 7 0.0463428571428571 0.221685228 "A"
"748" 50 "16-8" 11 "50-11" 12 11 "Open" "Reduced" 1 1 1 0.3303 40 1 "ALIVE" 0 1.2 0 3.2 6.25 0 NA NA NA 72.67 59.5 6.0782 51 0.119180392156863 4.153659534 "D"
"749" 50 "16-8" 16 "50-16" 17 18 "Supp" "Ambient" 1 1 1 0.4262 56 1 "ALIVE" 1.2 7.4 6 2.68 4.96 29 NA NA NA 29.06 56 0.4286 5 0.08572 0.292892382 "E"
"750" 50 "16-8" 13 "50-13" 19 8 "Supp" "Ambient" 1 1 1 0.4179 41 1 "ALIVE" 8.6 1.2 11.8 NA NA 52.8 NA NA NA 10.86 50 0.4169 4 0.104225 0.284896953 "D"
"751" 50 "16-8" 14 "50-14" 20 7 "Open" "Reduced" 1 1 1 0.4864 19 NA "ALIVE" 1.4 2.2 0 3.12 6.14 2.8 NA NA NA 32.34 56.5 3.5421 39 0.0908230769230769 2.420564877 "D"
"752" 50 "16-8" 15 "50-15" 1 30 "Supp" "Reduced" 1 1 1 0.2649 48 NA "ALIVE" 3.2 2.8 0.4 3.21 6.14 77 NA NA NA 40.75 54.5 2.207 33 0.0668787878787879 1.50819759 "C"
"753" 52 "132-1" 14 "52-14" 3 23 "Open" "Ambient" 0 0 0 0.5303 22 NA "ALIVE" 14.2 6 11 3.22 6.3 24 NA NA NA 18.75 NA 0.674 10 0.0674 0.46059138 "B"
"754" 52 "132-1" 1 "52-1" 1 2 "Supp" "Reduced" 0 0 0 0.4779 17 NA "ALIVE" 1.8 6.4 1.6 3.23 6.42 0 0.059 60 0.015 42.23 48 4.37946775376365 106 0.0413157335260722 2.99279687888947 "A"
"755" 52 "132-1" 2 "52-2" 17 2 "Supp" "Ambient" 0 0 0 0.5498 17 NA "ALIVE" 20 44 9.4 3.58 6.96 69 NA NA NA 16.93 43.5 0.6229 12 0.0519083333333333 0.425671173 "D"
"756" 52 "132-1" 3 "52-3" 4 11 "Open" "Ambient" 0 0 0 0.5255 18 NA "ALIVE" 29 9 18 2.81 5.74 88 NA NA NA 42.04 51.5 1.7549 60 0.0292483333333333 1.199246013 "A"
"757" 52 "132-1" 4 "52-4" 16 18 "Supp" "Ambient" 0 0 0 0.2532 18 NA "ALIVE" 24.4 60.6 29.2 NA NA 22 NA NA NA 6.86 NA 0.3338 9 0.0370888888888889 0.228108906 "E"
"758" 52 "132-1" 5 "52-5" 15 26 "Open" "Reduced" 0 0 0 0.5022 36 NA "ALIVE" 9 0.8 2 3.32 6.44 1.6 NA NA NA 77.7 46.5 5.1168 77 0.066451948051948 3.496667616 "F"
"759" 52 "132-1" 6 "52-6" 16 1 "Open" "Ambient" 0 0 0 0.4475 19 NA "ALIVE" 30 26 8.8 3.05 6.36 41 NA NA NA 101.1 50 6.0812 97 0.0626927835051546 4.155709644 "D"
"760" 52 "132-1" 7 "52-7" 4 18 "Supp" "Ambient" 0 0 0 0.4792 20 NA "ALIVE" 30.4 9.8 4.4 3.12 4.92 58.6 NA NA NA 37.36 46.5 4.5771 66 0.06935 3.127852827 "B"
"761" 52 "132-1" 8 "52-8" 21 29 "Open" "Reduced" 0 0 0 0.3222 18 NA "ALIVE" 6.8 17.8 8.6 3.09 5.99 1.6 0.066 77 0.036 50.12 44 2.63956775376365 43 0.0613852965991547 1.80380141588947 "F"
"762" 52 "132-1" 9 "52-9" 18 13 "Supp" "Reduced" 0 0 0 0.4664 23 NA "ALIVE" 6.8 16.6 3.6 3 5.21 0 NA NA NA 7.06 46 0.4682 11 0.0425636363636364 0.319953834 "E"
"763" 52 "132-1" 10 "52-10" 18 12 "Open" "Reduced" 0 0 0 0.5091 35 1 "ALIVE" 3.2 12.2 5.2 3.07 5.93 4 NA NA NA 38.78 45.5 2.6418 48 0.0550375 1.805326866 "D"
"764" 52 "132-1" 11 "52-11" 9 31 "Supp" "Reduced" 0 0 0 0.4935 56 1 "ALIVE" 9.2 1.4 7.2 3.19 6.07 4.8 NA NA NA 30.58 42.5 1.488 40 0.0372 1.01685456 "C"
"765" 52 "132-1" 12 "52-12" 4 2 "Open" "Ambient" 0 0 0 0.5405 22 NA "ALIVE" 1 24.8 6.8 3.04 5.86 58.6 NA NA NA 47.35 54 1.9939 43 0.0463697674418605 1.362571443 "A"
"766" 52 "132-1" 13 "52-13" 10 26 "Supp" "Ambient" 0 0 0 0.4712 36 NA "ALIVE" 28.8 13 10.8 3.2 6.32 91 NA NA NA 43.1 46 0.6857 28 0.0244892857142857 0.468586809 "C"
"767" 52 "132-1" 15 "52-15" 8 31 "Open" "Reduced" 0 0 0 0.5245 92 1 "ALIVE" 0 15.4 5.2 NA NA NA NA NA NA 4.56 NA 0 0 NA 0 "C"
"768" 52 "132-1" 16 "52-16" 18 2 "Supp" "Reduced" 0 0 0 0.4749 42 NA "ALIVE" 5.2 1.2 0 3.27 6.1 2 NA NA NA 72.81 49.5 5.2386 66 0.0793727272727273 3.579902082 "D"
"769" 54 "75-3" 1 "54-1" 3 30 "Open" "Ambient" 0 0 0 0.3244 NA NA "ALIVE" 6.8 13.6 34.8 NA NA NA NA NA NA 9.04 NA 0 0 NA 0 "C"
"770" 54 "75-3" 2 "54-2" 7 11 "Open" "Reduced" 0 0 0 0.4288 28 NA "ALIVE" 2.2 0.6 0.2 NA NA 44 NA NA NA 8.77 40 0.2167 2 0.10835 0.148086279 "A"
"771" 54 "75-3" 3 "54-3" 15 16 "Open" "Reduced" 0 0 0 0.353 23 1 "ALIVE" 19.2 13.2 1.6 2.87 6.29 3 NA NA NA 33.5 57.5 0.4968 12 0.0414 0.339498216 "E"
"772" 54 "75-3" 4 "54-4" 20 1 "Open" "Reduced" 0 0 0 0.4062 40 NA "ALIVE" 1.8 0 1 2.92 6.28 3.2 NA NA NA 41.35 55 0.4254 5 0.08508 0.290705598 "D"
"773" 54 "75-3" 5 "54-5" 14 21 "Supp" "Reduced" 0 0 0 0.4045 95 NA "ALIVE" 0.4 2.2 0 NA NA NA NA NA NA 48.89 53 0.0724 2 0.0362 0.049475988 "E"
"774" 54 "75-3" 6 "54-6" 13 9 "Supp" "Ambient" 0 0 0 0.2874 94 1 "ALIVE" 8.6 7 5.2 NA NA NA NA NA NA 6.04 62 0.047 1 0.047 0.03211839 "D"
"775" 54 "75-3" 7 "54-7" 14 28 "Supp" "Ambient" 0 0 0 0.5151 35 NA "ALIVE" 17.2 9.4 11.6 NA NA 89 NA NA NA 10.7 NA 0.0123 1 0.0123 0.008405451 "F"
"776" 54 "75-3" 8 "54-8" 6 17 "Open" "Reduced" 0 0 0 0.2502 88 NA "ALIVE" 7.8 2 0 NA NA NA NA NA NA 10.91 65 0.1364 2 0.0682 0.093211668 "B"
"777" 54 "75-3" 9 "54-9" 14 14 "Open" "Ambient" 0 0 0 0.4204 35 NA "ALIVE" 50.2 41 12.8 NA NA 72 NA NA NA 46.96 54.5 0.1711 6 0.0285166666666667 0.116924607 "E"
"778" 54 "75-3" 10 "54-10" 14 31 "Supp" "Reduced" 0 0 0 0.3438 65 1 "ALIVE" 0 12.8 10.2 3.16 5.92 20.8 NA NA NA 7.9 58 0.3088 2 0.1544 0.211024656 "F"
"779" 54 "75-3" 11 "54-11" 16 34 "Supp" "Reduced" 0 0 0 0.3837 33 NA "ALIVE" 0 0 8.8 2.74 6.37 34 NA NA NA 39.79 NA 0.1534 3 0.0511333333333333 0.104828958 "F"
"780" 54 "75-3" 12 "54-12" 21 13 "Open" "Ambient" 0 0 0 0.5376 NA 1 "ALIVE" 0.6 22.4 7.8 NA NA NA NA NA NA 27.09 NA 0.0242 1 0.0242 0.016537554 "E"
"781" 54 "75-3" 13 "54-13" 22 12 "Open" "Ambient" 0 0 0 0.3375 31 NA "ALIVE" 9.2 13 14.8 NA NA NA NA NA NA 19.52 NA 0.0539 1 0.0539 0.036833643 "D"
"782" 54 "75-3" 14 "54-14" 21 15 "Supp" "Ambient" 0 0 0 0.4115 27 NA "ALIVE" 3.4 13.2 11 NA NA 68 NA NA NA 12.31 34 0.0634 3 0.0211333333333333 0.043325658 "E"
"783" 54 "75-3" 15 "54-15" 18 22 "Supp" "Reduced" 0 0 0 0.2584 35 NA "ALIVE" 13.6 0 0.6 3.01 5.91 2 NA NA NA NA 56 0.479 9 0.0532222222222222 0.32733423 "E"
"784" 54 "75-3" 16 "54-16" 3 8 "Supp" "Ambient" 0 0 0 0.2587 NA 1 "ALIVE" 36.6 21.4 8.4 NA NA NA NA NA NA 8.98 NA 0 0 NA 0 "A"
"785" 60 "53-5" 1 "60-1" 3 20 "Open" "Ambient" 0 0 0 0.5002 13 NA "ALIVE" 23 17.2 12.6 3.48 6.17 26.4 NA NA NA 10.99 52.5 1.2183 21 0.0580142857142857 0.832549671 "B"
"786" 60 "53-5" 2 "60-2" 22 11 "Supp" "Reduced" 0 0 0 0.3341 13 NA "ALIVE" 5.6 4.8 3.2 3.24 6.17 0 NA NA NA 17.35 67 2.9999 41 0.0731682926829268 2.050041663 "D"
"787" 60 "53-5" 3 "60-3" 20 23 "Open" "Reduced" 0 0 0 0.3372 10 NA "ALIVE" 8.4 31.4 9.6 3.27 6.22 65 NA NA NA 19.99 62.5 3.2936 37 0.0890162162162162 2.250747432 "E"
"788" 60 "53-5" 4 "60-4" 12 18 "Open" "Reduced" 0 0 0 0.3601 8 NA "ALIVE" 11.6 1.2 3.6 3.57 6.28 3.6 0.083 66 0.039 36.44 60.5 3.85111862568467 45 0.0855804139041037 2.63173893523413 "E"
"789" 60 "53-5" 5 "60-5" 17 31 "Supp" "Ambient" 0 0 0 0.3658 42 1 "ALIVE" 12.6 19 19.6 NA NA NA NA NA NA 19.99 70.5 0.6016 6 0.100266666666667 0.411115392 "F"
"790" 60 "53-5" 6 "60-6" 7 26 "Supp" "Reduced" 0 0 0 0.2721 62 1 "ALIVE" 3.2 3.6 17.4 3.14 5.79 0.2 NA NA NA 23.85 71.5 1.8283 28 0.0652964285714286 1.249405371 "C"
"791" 60 "53-5" 7 "60-7" 20 4 "Open" "Ambient" 0 0 0 0.3211 8 NA "ALIVE" 57 3 23 3.28 5.93 97.8 NA NA NA 27.46 54.5 1.3655 36 0.0379305555555556 0.933141735 "D"
"792" 60 "53-5" 8 "60-8" 19 9 "Supp" "Reduced" 0 0 0 0.544 13 NA "ALIVE" 10 5.6 2.6 3.21 5.99 50 NA NA NA 39.63 70 1.8893 27 0.0699740740740741 1.291090941 "D"
"793" 60 "53-5" 9 "60-9" 13 20 "Supp" "Reduced" 0 0 0 0.2756 19 NA "ALIVE" 6.6 34.8 1.2 3.62 6.92 0 0.077 65 0.023 96.58 72 7.14521862568467 100 0.0714521862568467 4.88282805223413 "E"
"794" 60 "53-5" 10 "60-10" 14 3 "Supp" "Ambient" 0 0 0 0.3279 14 NA "ALIVE" 0.6 13 30.2 2.83 5.72 32 NA NA NA 37.75 59.5 2.5031 36 0.0695305555555556 1.710543447 "D"
"795" 60 "53-5" 11 "60-11" 2 26 "Supp" "Ambient" 0 0 0 0.3122 8 1 "ALIVE" 9.4 26.8 18.8 NA NA NA NA NA NA 22.45 52.5 3.2598 33 0.0987818181818182 2.227649526 "C"
"796" 60 "53-5" 12 "60-12" 8 21 "Open" "Reduced" 0 0 0 0.2957 14 1 "DEAD" 2 NA NA 3.32 5.68 0 NA NA NA NA NA 0 0 NA 0 "B"
"797" 60 "53-5" 13 "60-13" 15 24 "Open" "Ambient" 0 0 0 0.2595 26 NA "ALIVE" 23.6 41 7 3.29 6.72 100 NA NA NA 75.33 63 2.3022 48 0.0479625 1.573254414 "E"
"798" 60 "53-5" 14 "60-14" 9 7 "Open" "Reduced" 0 0 0 0.4372 78 NA "ALIVE" 11 5.4 20.4 NA NA NA NA NA NA 12.12 67 0.2126 2 0.1063 0.145284462 "A"
"799" 60 "53-5" 15 "60-15" 17 20 "Open" "Ambient" 0 0 0 0.3696 6 1 "ALIVE" 10.8 7 0 3.1 6.08 NA NA NA NA 29.26 73 1.4704 22 0.0668363636363636 1.004827248 "E"
"800" 60 "53-5" 16 "60-16" 16 5 "Supp" "Ambient" 0 0 0 0.4087 NA 1 "ALIVE" 22 27.8 3 NA NA NA NA NA NA 3.08 NA 0 0 NA 0 "D"
