"Plant" "Parent.Genotype" "Stolon" "Label" "Row" "Column" "Pollination" "Herbivory" "HCN" "Glycosides.Ac" "Linamarase.Li" "Prop.mass" "Flower.date" "Mammal.herb" "Status" "Leaf.avg.dmg.1" "Leaf.avg.dmg.2" "Leaf.avg.dmg.3" "Avg.Bnr.Wdth" "Avg.Bnr.Ht" "Avg.bnr.dmg" "Bag.Inf.Wht" "Bag.Seed.Num" "Bag.Seed.Wht" "Biomass.plant" "Num.flwrs" "Total.Seed.mass" "Total.Inf" "Seeds.Inf" "Seed.only" "Block"
"342" 24 "7-3" 9 "24-9" 2 22 "Supp" "Ambient" 1 1 1 0.4666 47 NA "ALIVE" 5.8 6.8 4.8 3.21 5.97 NA NA NA NA 27.86 51 1.5805 19 0.0831842105263158 1.080066285 "B"
"343" 24 "7-3" 15 "24-15" 10 1 "Supp" "Reduced" 1 1 1 0.467 40 NA "ALIVE" 18.8 2.2 2.2 3.56 6.26 0 NA NA NA 105.32 69.5 13.2979 85 0.156445882352941 9.087385923 "A"
"344" 24 "7-3" 16 "24-16" 17 35 "Supp" "Reduced" 1 1 1 0.5221 43 NA "ALIVE" 1.2 0.6 7.2 3.64 6.52 11 0.185 129 0.093 70.35 57.5 8.57390659043455 63 0.136093755403723 5.85915054670526 "F"
"345" 24 "7-3" 3 "24-3" 17 10 "Open" "Reduced" 1 1 1 0.4055 28 1 "ALIVE" 24.4 4.4 2.8 3.18 5.56 65 NA NA NA 50.21 62 1.67845125 9 0.186494583333333 1.1470032307125 "D"
"346" 24 "7-3" 4 "24-4" 3 1 "Supp" "Ambient" 1 1 1 0.5214 34 1 "ALIVE" 4 23 11.6 3.47 5.46 96.2 NA NA NA 20.45 65 2.520741966 19 0.132670629789474 1.72259943730542 "A"
"347" 24 "7-3" 5 "24-5" 13 29 "Open" "Reduced" 1 1 1 0.2702 45 1 "ALIVE" 5.2 7.8 5.2 3.57 6.44 4.4 NA NA NA 77.3 66 18.699440948 99 0.18888324189899 12.7786369606348 "F"
"348" 24 "7-3" 10 "24-10" 23 6 "Open" "Ambient" 1 1 1 0.3026 53 NA "ALIVE" 17.4 39.2 11.6 3.69 6.75 NA NA NA NA 35.16 58 1.6753 22 0.07615 1.144849761 "D"
"349" 24 "7-3" 11 "24-11" 21 2 "Open" "Reduced" 1 1 1 0.3138 30 NA "ALIVE" 4 3.2 1.6 3.92 6.89 0 NA NA NA 174.49 61 30.9689 256 0.120972265625 21.163217193 "D"
"350" 24 "7-3" 12 "24-12" 11 31 "Supp" "Reduced" 1 1 1 0.2707 65 1 "ALIVE" 19.6 1 1.2 3.55 6.39 1.6 NA NA NA 28.96 51.5 1.6924 17 0.0995529411764706 1.156535388 "C"
"351" 24 "7-3" 13 "24-13" 20 28 "Open" "Ambient" 1 1 1 0.284 54 1 "ALIVE" 6 25.4 6.8 3.29 6.32 0 NA NA NA 22.62 57.5 1.5743 11 0.143118181818182 1.075829391 "F"
"352" 24 "7-3" 14 "24-14" 9 30 "Open" "Reduced" 1 1 1 0.4912 63 1 "ALIVE" 14.4 4.4 2.6 3.54 6.77 0 NA NA NA 29.87 64 1.972 16 0.12325 1.34760564 "C"
"353" 25 "70-4" 5 "25-5" 17 26 "Open" "Reduced" 0 1 0 0.4299 41 1 "ALIVE" 3.6 1 0.4 3.58 6.37 0.6 0.163 99 0.062 29.56 63.5 2.1191631623351 32 0.066223848822972 1.44817253024494 "F"
"354" 25 "70-4" 6 "25-6" 13 23 "Open" "Reduced" 0 1 0 0.5368 51 1 "ALIVE" 5.2 0 2 3.61 6.9 NA NA NA NA 44.4 65 4.509335856 70 0.0644190836571429 3.08154484391472 "E"
"355" 25 "70-4" 7 "25-7" 7 12 "Open" "Reduced" 0 1 0 0.4343 20 1 "ALIVE" 5.4 6.6 3.6 NA NA NA NA NA NA 8.96 61 0.59958758 20 0.029979379 0.4097401645446 "A"
"356" 25 "70-4" 4 "25-4" 19 31 "Supp" "Ambient" 0 1 0 0.5 33 NA "ALIVE" 23.4 30.8 18.2 3.16 6.42 50 NA NA NA 39.36 69 1.195573992 22 0.0543442723636364 0.81701939891304 "F"
"357" 25 "70-4" 13 "25-13" 18 11 "Supp" "Reduced" 0 1 0 0.2615 41 1 "ALIVE" 4.4 9 1 3.61 6.4 0 NA NA NA 30.35 54.5 3.3466 48 0.0697208333333333 2.286966042 "D"
"358" 25 "70-4" 1 "25-1" 5 27 "Supp" "Reduced" 0 1 0 0.3172 47 NA "ALIVE" 6.8 33 0.4 3.41 6.3 19.2 NA NA NA 25.76 62 2.432919796 41 0.0593395072195122 1.66258440099252 "C"
"359" 25 "70-4" 2 "25-2" 4 16 "Supp" "Reduced" 0 1 0 0.391 21 NA "ALIVE" 10.6 0 1.6 3.5 6.8 12.8 NA NA NA 89.89 65 12.292509744 136 0.0903861010588235 8.40033238375728 "B"
"360" 25 "70-4" 3 "25-3" 11 14 "Supp" "Reduced" 0 1 0 0.3091 34 NA "ALIVE" 32 4.2 0.8 3.34 6.51 32 NA NA NA 56.05 58.5 1.724506606 30 0.0574835535333333 1.17847607934222 "B"
"361" 25 "70-4" 8 "25-8" 16 26 "Open" "Ambient" 0 1 0 0.272 28 NA "ALIVE" 2 21.6 12.4 3.53 6.33 82 0.165 114 0.069 74.78 60.5 2.7786257603351 41 0.0677713600081732 1.8988294858402 "F"
"362" 25 "70-4" 9 "25-9" 5 15 "Supp" "Ambient" 0 1 0 0.3608 6 NA "ALIVE" 15 2.2 3.8 2.83 5.71 81 0.085 45 0.023 40.94 58.5 1.2774892723351 26 0.0491342027821193 0.872997844035639 "B"
"363" 25 "70-4" 10 "25-10" 15 6 "Open" "Ambient" 0 1 0 0.3295 49 NA "ALIVE" 33.2 12.8 25.2 3.38 6.52 NA NA NA NA 63.61 59.5 1.9839 46 0.0431282608695652 1.355737743 "D"
"364" 25 "70-4" 11 "25-11" 22 20 "Supp" "Ambient" 0 1 0 0.3135 53 NA "ALIVE" 5.6 34 4 3.34 6.39 4 NA NA NA 18.17 52 0.4235 6 0.0705833333333333 0.289407195 "E"
"365" 25 "70-4" 12 "25-12" 12 5 "Open" "Reduced" 0 1 0 0.399 50 1 "ALIVE" 0.8 3.2 1.4 3.82 6.97 0 NA NA NA 51.64 56.5 6.0971 83 0.0734590361445783 4.166575227 "D"
"366" 25 "70-4" 14 "25-14" 15 14 "Supp" "Ambient" 0 1 0 0.389 52 NA "ALIVE" 31.6 12 28 3.37 6.24 0.4 NA NA NA 72.8 77 2.8945 64 0.0452265625 1.978014465 "E"
"367" 25 "70-4" 15 "25-15" 13 33 "Open" "Ambient" 0 1 0 0.5293 18 NA "ALIVE" 2.4 3.2 13.8 3.37 6.43 7.2 NA NA NA 59.9 62 4.248 61 0.0696393442622951 2.90295576 "F"
"368" 25 "70-4" 16 "25-16" 16 29 "Open" "Ambient" 0 1 0 0.3108 51 1 "ALIVE" 32.6 26.4 23 NA NA NA NA NA NA 12.64 72 0.4592 3 0.153066666666667 0.313803504 "F"
"369" 26 "65-4" 4 "26-4" 7 17 "Open" "Ambient" 1 1 1 0.5302 78 NA "ALIVE" 34.4 0.6 15.8 2.68 5.66 NA NA NA NA 26.03 54 1.722 19 0.0906315789473684 1.17676314 "B"
"370" 26 "65-4" 10 "26-10" 3 31 "Open" "Ambient" 1 1 1 0.3148 20 NA "ALIVE" 2.2 8.8 2.4 3.43 7.39 94.2 0.128 122 0.077 141.1 72 23.5500470611055 188 0.125266207771838 16.0933956601476 "C"
"371" 26 "65-4" 5 "26-5" 18 15 "Open" "Reduced" 1 1 1 0.3986 22 NA "ALIVE" 15.8 12.8 2.4 3.36 6.94 97 NA NA NA 29.53 61.5 8.0162 105 0.0763447619047619 5.478030594 "E"
"372" 26 "65-4" 6 "26-6" 9 9 "Open" "Reduced" 1 1 1 0.345 NA 1 "ALIVE" 2.333333333 NA 3.2 NA NA NA NA NA NA 7.65 NA 0 0 NA 0 "A"
"373" 26 "65-4" 12 "26-12" 8 34 "Open" "Reduced" 1 1 1 0.4315 55 1 "ALIVE" 13.4 0 0 2.87 6.07 8.4 NA NA NA 13.74 60.5 1.4553 28 0.051975 0.994508361 "C"
"374" 26 "65-4" 1 "26-1" 14 7 "Supp" "Ambient" 1 1 1 0.3913 55 1 "ALIVE" 16.4 4 1 3.11 6.44 20.4 NA NA NA 33.94 52 6.3187 86 0.0734732558139535 4.318010019 "D"
"375" 26 "65-4" 2 "26-2" 17 27 "Supp" "Reduced" 1 1 1 0.4214 18 NA "ALIVE" 2.4 0.6 0.2 3.01 6.31 65 0.134 106 0.053 50.13 70.5 12.3186470611055 97 0.126996361454695 8.41819384214764 "F"
"376" 26 "65-4" 3 "26-3" 6 1 "Open" "Ambient" 1 1 1 0.5348 17 1 "ALIVE" 6.4 2.8 1.8 NA NA NA NA NA NA 3.95 51.5 0.0895 3 0.0298333333333333 0.061161615 "A"
"377" 26 "65-4" 16 "26-16" 21 5 "Supp" "Reduced" 1 1 1 0.5215 15 1 "ALIVE" 1.2 0 0 3.25 6.39 16 NA NA NA 27.7 64 6.2282 52 0.119773076923077 4.256165034 "D"
"378" 26 "65-4" 9 "26-9" 20 8 "Supp" "Ambient" 1 1 1 0.5452 18 1 "ALIVE" 9.6 4 3.4 3.04 6.48 NA NA NA NA 18.46 52.5 2.0296 27 0.0751703703703704 1.386967752 "D"
"379" 26 "65-4" 13 "26-13" 23 4 "Supp" "Reduced" 1 1 1 0.5545 23 NA "ALIVE" 0 0 6.6 2.98 6.54 0 NA NA NA 87.6 61 15.2057 150 0.101371333333333 10.391119209 "D"
"380" 26 "65-4" 7 "26-7" 18 25 "Open" "Ambient" 1 1 1 0.5045 22 NA "ALIVE" 13.2 7 10.2 3.22 6.35 80 NA NA NA 77.22 55 11.7942 118 0.0999508474576271 8.059802454 "F"
"381" 26 "65-4" 8 "26-8" 13 16 "Supp" "Ambient" 1 1 1 0.4702 34 NA "ALIVE" 6.6 19.6 0.6 3.08 6.67 100 NA NA NA 92.31 67 9.2219 85 0.108492941176471 6.301969803 "E"
"382" 26 "65-4" 11 "26-11" 9 4 "Open" "Reduced" 1 1 1 0.3987 13 NA "ALIVE" 2.4 0.2 1 3.19 6.67 24 NA NA NA 82.35 60 16.4138 153 0.107279738562092 11.216698506 "A"
"383" 26 "65-4" 14 "26-14" 5 12 "Supp" "Reduced" 1 1 1 0.393 64 1 "ALIVE" 1.8 3 0 3.19 6.42 0.4 NA NA NA 55.63 67.5 4.9656 68 0.0730235294117647 3.393342072 "A"
"384" 26 "65-4" 15 "26-15" 7 36 "Supp" "Ambient" 1 1 1 0.341 24 NA "ALIVE" 1 7.6 1.6 2.96 6.26 65 0.241 164 0.111 90.2 74.5 18.7659470611055 162 0.11583917938954 12.8240852431476 "C"
"385" 27 "77-3" 2 "27-2" 5 10 "Open" "Ambient" 0 0 1 0.4234 15 1 "ALIVE" 29.2 15 10.8 2.93 5.84 0 NA NA NA 8.8 NA 0.192 3 0.064 0.13120704 "A"
"386" 27 "77-3" 16 "27-16" 18 18 "Supp" "Reduced" 0 0 1 0.3917 61 1 "ALIVE" 0.4 0.8 3.2 3.18 5.81 0 NA NA NA 11.11 63 0.7299 6 0.12165 0.498791763 "E"
"387" 27 "77-3" 8 "27-8" 19 11 "Supp" "Reduced" 0 0 1 0.3611 16 NA "ALIVE" 1.2 2.2 1.4 3.25 6.33 100 NA NA NA 71.07 59.5 5.7541 48 0.119877083333333 3.932179317 "D"
"388" 27 "77-3" 9 "27-9" 16 32 "Open" "Ambient" 0 0 1 0.3406 9 NA "ALIVE" 28.2 4.8 14.8 3.33 6.62 44 NA NA NA 42.14 67.5 0.8572 15 0.0571466666666667 0.585784764 "F"
"389" 27 "77-3" 10 "27-10" 9 15 "Open" "Reduced" 0 0 1 0.3863 36 NA "ALIVE" 23.2 0.2 4.4 3.24 6.47 90 NA NA NA 24.13 56 0.4673 22 0.0212409090909091 0.319338801 "B"
"390" 27 "77-3" 15 "27-15" 6 27 "Open" "Reduced" 0 0 1 0.4614 NA 1 "ALIVE" 5.6 0 1.2 NA NA NA NA NA NA 15.58 56.5 0.2431 8 0.0303875 0.166127247 "C"
"391" 27 "77-3" 1 "27-1" 15 18 "Open" "Ambient" 0 0 1 0.2597 10 1 "ALIVE" 17.8 27.8 3.2 3.15 6.23 NA NA NA NA 91.11 73 0.4694 7 0.0670571428571429 0.320773878 "E"
"392" 27 "77-3" 6 "27-6" 10 8 "Open" "Reduced" 0 0 1 0.3116 67 1 "ALIVE" 10.8 0 13 NA NA NA NA NA NA 2.63 55 0.1359 1 0.1359 0.092869983 "A"
"393" 27 "77-3" 3 "27-3" 17 8 "Supp" "Reduced" 0 0 1 0.4342 34 NA "ALIVE" 5 0 0 3.33 5.94 0.4 NA NA NA 41.47 61.5 1.0649 6 0.177483333333333 0.727720713 "D"
"394" 27 "77-3" 4 "27-4" 3 36 "Supp" "Ambient" 0 0 1 0.4023 20 NA "ALIVE" 12.4 18.8 6.6 3.3 6.31 2 0.111 100 0.06 41.51 71.5 7.47256408609909 65 0.114962524401524 5.10652611951753 "C"
"395" 27 "77-3" 5 "27-5" 4 20 "Supp" "Reduced" 0 0 1 0.4042 14 NA "ALIVE" 1.8 7.4 0 3.41 6.24 2 0.1 83 0.046 28.97 56 8.36306408609909 68 0.122986236560281 5.71506710451753 "B"
"396" 27 "77-3" 12 "27-12" 12 10 "Supp" "Ambient" 0 0 1 0.2943 35 1 "ALIVE" 19.6 12.6 13.4 NA NA NA NA NA NA 71.55 NA 0.023 2 0.0115 0.01571751 "D"
"397" 27 "77-3" 7 "27-7" 5 11 "Supp" "Ambient" 0 0 1 0.3008 23 NA "ALIVE" 5.6 22.8 8.8 NA NA 71.2 NA NA NA 22.28 53.5 0.4669 5 0.09338 0.319065453 "A"
"398" 27 "77-3" 14 "27-14" 3 26 "Supp" "Ambient" 0 0 1 0.3092 16 1 "ALIVE" 7.6 25.6 57.2 3.26 5.26 0 NA NA NA 9.91 NA 0.4199 4 0.104975 0.286947063 "C"
"399" 27 "77-3" 11 "27-11" 4 6 "Open" "Reduced" 0 0 1 0.5058 61 1 "ALIVE" 1.4 1.2 0.8 3.19 6.2 3 NA NA NA 34.47 63.5 3.9212 40 0.09803 2.679630444 "A"
"400" 27 "77-3" 13 "27-13" 1 25 "Open" "Ambient" 0 0 1 0.3918 25 NA "ALIVE" 9 26.4 16 3.08 5.4 78 NA NA NA 25.11 67 1.0125 9 0.1125 0.691912125 "C"
"401" 28 "105-1" 15 "28-15" 22 1 "Supp" "Ambient" 0 1 0 0.2627 15 NA "ALIVE" 5.8 34 1.2 2.32 5.53 1 0.095 84 0.045 42.87 51.5 17.1069224367721 265 0.0645544242897062 11.690357585617 "D"
"402" 28 "105-1" 7 "28-7" 15 15 "Supp" "Ambient" 0 1 0 0.5316 21 NA "ALIVE" 7.8 37.4 10 3.09 6.81 96.6 NA NA NA 22.41 47 2.61028263 79 0.033041552278481 1.7837888408631 "E"
"403" 28 "105-1" 13 "28-13" 19 20 "Supp" "Reduced" 0 1 0 0.3428 13 NA "ALIVE" 6 17.6 0.4 2.6 6.13 0 NA NA NA 35.05 53.5 14.3857 192 0.0749255208333333 9.830755809 "E"
"404" 28 "105-1" 14 "28-14" 18 23 "Open" "Reduced" 0 1 0 0.3599 11 NA "ALIVE" 2.4 3.6 0.8 2.65 6.12 0.2 0.082 93 0.045 44.58 54.5 13.8357224367721 219 0.0631768147797815 9.45491764161698 "E"
"405" 28 "105-1" 1 "28-1" 15 21 "Open" "Reduced" 0 1 0 0.3939 9 1 "ALIVE" 2.6 10 0.8 2.98 7.1 0 NA NA NA 7.12 40.5 2.473113688 61 0.0405428473442623 1.69005170096856 "E"
"406" 28 "105-1" 2 "28-2" 3 21 "Open" "Reduced" 0 1 0 0.5257 15 NA "ALIVE" 9.8 1 4 2.85 6.57 4.6 NA NA NA 9.54 NA 1.953307762 33 0.0591911443030303 1.33483192531794 "B"
"407" 28 "105-1" 3 "28-3" 8 12 "Open" "Ambient" 0 1 0 0.393 14 1 "ALIVE" 39 3.6 4 NA NA NA NA NA NA 2.81 46 0.25580061 7 0.0365429442857143 0.1748064628557 "A"
"408" 28 "105-1" 4 "28-4" 15 31 "Supp" "Reduced" 0 1 0 0.2557 18 NA "ALIVE" 0.4 8 3 3.14 6.93 53 NA NA NA 47.35 52.5 12.854294966 189 0.0680121426772487 8.78423955091542 "F"
"409" 28 "105-1" 5 "28-5" 16 2 "Supp" "Reduced" 0 1 0 0.3523 17 NA "ALIVE" 2 7.6 11.2 3.28 7.4 1 NA NA NA 31.4 57 32.165501888 290 0.110915523751724 21.9809390252026 "D"
"410" 28 "105-1" 6 "28-6" 10 30 "Open" "Ambient" 0 1 0 0.3019 31 1 "ALIVE" 14.6 5.4 13.6 3.18 7.14 NA NA NA NA 8.91 40 2.322267862 35 0.0663505103428571 1.58696818885494 "C"
"411" 28 "105-1" 11 "28-11" 7 21 "Open" "Ambient" 0 1 0 0.2767 14 1 "ALIVE" 33.6 3.8 23 NA NA NA NA NA NA 5.79 56.5 0.3112 6 0.0518666666666667 0.212664744 "B"
"412" 28 "105-1" 8 "28-8" 4 32 "Open" "Ambient" 0 1 0 0.3177 21 1 "ALIVE" 7.2 31.8 4 2.66 5.97 NA NA NA NA 14.92 53 0.475943386 8 0.05949292325 0.32524543169082 "C"
"413" 28 "105-1" 9 "28-9" 21 33 "Supp" "Ambient" 0 1 0 0.282 11 NA "ALIVE" 18.4 7.2 5.2 2.96 6.66 31 NA NA NA 7.74 52.5 1.6243 30 0.0541433333333333 1.109997891 "F"
"414" 28 "105-1" 10 "28-10" 22 18 "Supp" "Reduced" 0 1 0 0.309 19 NA "ALIVE" 3.2 1.6 7.2 3.03 6.72 10.4 0.099 116 0.056 27.63 56.5 15.5543224367721 218 0.0713501029209731 10.629357323617 "E"
"415" 28 "105-1" 12 "28-12" 2 13 "Open" "Reduced" 0 1 0 0.2585 13 NA "ALIVE" 5.6 4 3.2 3.13 7.08 0 NA NA NA 24.56 50.5 2.9274 57 0.0513578947368421 2.000497338 "B"
"416" 28 "105-1" 16 "28-16" 16 6 "Supp" "Ambient" 0 1 0 0.3021 28 1 "ALIVE" 3.2 23 11.6 3.07 6.72 58 NA NA NA 26.56 52 10.0213 158 0.0634259493670886 6.848255781 "D"
"417" 29 "118-2" 4 "29-4" 9 34 "Open" "Reduced" 0 1 0 0.4537 39 1 "ALIVE" 9.6 3 3.6 2.86 5.93 30.6 NA NA NA 10.94 68 0.180787698 2 0.090393849 0.12354488918226 "C"
"418" 29 "118-2" 9 "29-9" 4 24 "Supp" "Reduced" 0 1 0 0.3469 22 NA "ALIVE" 0.8 0 16.2 3.39 6.51 0.4 NA NA NA 39.09 74 9.7704 122 0.0800852459016393 6.676798248 "B"
"419" 29 "118-2" 10 "29-10" 19 26 "Open" "Reduced" 0 1 0 0.288 15 NA "ALIVE" 4.8 15 0 3.34 5.88 1.6 0.127 108 0.053 59.74 85.5 3.33065118868065 39 0.085401312530273 2.27606710280869 "F"
"420" 29 "118-2" 11 "29-11" 17 17 "Supp" "Reduced" 0 1 0 0.2835 14 NA "ALIVE" 2.4 0 2 3.39 6.25 47 NA NA NA 37.11 73.5 1.6348 23 0.0710782608695652 1.117173276 "E"
"421" 29 "118-2" 1 "29-1" 11 1 "Supp" "Ambient" 0 1 0 0.4308 17 NA "ALIVE" 2.6 12.6 6.4 3.57 5.95 2.6 0.09 76 0.032 66.77 75 4.03507718068065 32 0.12609616189627 2.75745069296173 "A"
"422" 29 "118-2" 2 "29-2" 22 10 "Open" "Ambient" 0 1 0 0.4625 12 NA "ALIVE" 18.6 1.2 2.4 3.65 6.55 NA 0.122 107 0.054 11.28 72.5 0.903999864680646 6 0.150666644113441 0.617766387526813 "D"
"423" 29 "118-2" 3 "29-3" 13 14 "Open" "Reduced" 0 1 0 0.481 79 1 "ALIVE" 11 0 8 NA NA NA NA NA NA 5.76 71 0.200518976 1 0.200518976 0.13702865262912 "E"
"424" 29 "118-2" 16 "29-16" 16 12 "Open" "Ambient" 0 1 0 0.2641 15 NA "ALIVE" 11.4 22.2 3 3.5 6.49 0 NA NA NA 31.85 70.5 0.9393 31 0.0303 0.641889441 "D"
"425" 29 "118-2" 8 "29-8" 8 30 "Supp" "Ambient" 0 1 0 0.2506 11 NA "ALIVE" 39.2 1.8 6.8 3.5 6.65 0 NA NA NA 18.86 80 0.143610246 1 0.143610246 0.09813893380902 "C"
"426" 29 "118-2" 5 "29-5" 20 25 "Supp" "Ambient" 0 1 0 0.3282 15 NA "ALIVE" 17.2 4.6 5.4 3.34 6.4 8.6 NA NA NA 37.87 73 3.192772018 22 0.145126000818182 2.18184461394066 "F"
"427" 29 "118-2" 6 "29-6" 22 35 "Supp" "Ambient" 0 1 0 0.557 24 NA "ALIVE" 6.2 8.6 4.4 3.37 6.12 53.4 NA NA NA 64.73 65 3.198175876 34 0.0940639963529412 2.18553744838212 "F"
"428" 29 "118-2" 7 "29-7" 5 16 "Open" "Ambient" 0 1 0 0.2572 76 NA "ALIVE" 45.8 16.2 5.2 2.84 5.32 NA NA NA NA 30.05 76.5 1.98651474 14 0.14189391 1.3575245778738 "B"
"429" 29 "118-2" 12 "29-12" 3 27 "Supp" "Reduced" 0 1 0 0.2508 14 1 "ALIVE" 0.4 0 2 3.27 6.26 20 NA NA NA 18.78 71 1.9049 27 0.0705518518518519 1.301751513 "C"
"430" 29 "118-2" 13 "29-13" 8 7 "Open" "Reduced" 0 1 0 0.3437 9 1 "ALIVE" 1 2 0 3.36 6.56 52 NA NA NA 21.75 63 2.8176 60 0.04696 1.925463312 "A"
"431" 29 "118-2" 14 "29-14" 5 25 "Open" "Ambient" 0 1 0 0.3281 16 NA "ALIVE" 9 6.4 10 NA NA 100 NA NA NA 18.48 NA 0.0929 1 0.0929 0.063485073 "C"
"432" 29 "118-2" 15 "29-15" 15 28 "Supp" "Reduced" 0 1 0 0.2806 23 NA "ALIVE" 18.4 0.2 0.4 2.87 5.48 96.6 NA NA NA 37.57 70.5 2.8492 68 0.0419 1.947057804 "F"
"433" 30 "47-2" 2 "30-2" 6 31 "Open" "Reduced" 1 1 1 0.25 22 NA "ALIVE" 0.2 1 1.4 3.21 6.45 66.8 NA NA NA 28.13 64 14.6026 141 0.103564539007092 9.978978762 "C"
"434" 30 "47-2" 7 "30-7" 23 3 "Open" "Reduced" 1 1 1 0.3203 23 1 "ALIVE" 20.2 5.4 3.2 3.31 6.05 0 NA NA NA 24.48 59 5.6364 75 0.075152 3.851746668 "D"
"435" 30 "47-2" 8 "30-8" 3 7 "Supp" "Ambient" 1 1 1 0.3186 23 NA "ALIVE" 20.2 65.8 18.8 3.33 5.91 16 0.143 121 0.058 10.78 58 1.64948577148119 31 0.0532092184348772 1.1272090916571 "A"
"436" 30 "47-2" 9 "30-9" 4 34 "Open" "Ambient" 1 1 1 0.2822 25 NA "ALIVE" 5.8 66.2 2 3.28 6.43 0 NA NA NA 7.22 62.5 3.118724652 45 0.0693049922666667 2.13124286543724 "C"
"437" 30 "47-2" 1 "30-1" 7 22 "Open" "Reduced" 1 1 1 0.325 54 1 "ALIVE" 1.5 22.2 0.4 3.07 5.68 0 NA NA NA 9.73 64.5 2.3184 37 0.0626594594594595 1.584325008 "B"
"438" 30 "47-2" 15 "30-15" 12 6 "Open" "Reduced" 1 1 1 0.3165 47 NA "ALIVE" 14.4 10 1 3.35 6.41 0 NA NA NA 39 56.5 13.19073941 146 0.0903475302054794 9.0141555906117 "D"
"439" 30 "47-2" 3 "30-3" 6 12 "Supp" "Reduced" 1 1 1 0.2508 25 NA "ALIVE" 1.8 3.2 3 3.24 6.29 3 NA NA NA 49.28 67.5 8.3433 116 0.071925 5.701560921 "A"
"440" 30 "47-2" 4 "30-4" 19 17 "Open" "Ambient" 1 1 1 0.2998 37 NA "ALIVE" 58.2 36 18 3.14 5.83 52 NA NA NA 9.65 54.5 0.7971 10 0.07971 0.544714227 "E"
"441" 30 "47-2" 5 "30-5" 12 15 "Supp" "Reduced" 1 1 1 0.3746 31 NA "ALIVE" 2.4 0.4 12 3.44 6.76 59 NA NA NA 30.76 62.5 7.1376 98 0.0728326530612245 4.877621712 "E"
"442" 30 "47-2" 6 "30-6" 5 19 "Open" "Ambient" 1 1 1 0.2556 22 NA "ALIVE" 35.6 7 20 3.06 5.64 60 NA NA NA 29.64 65 3.8838 57 0.0681368421052632 2.654072406 "B"
"443" 30 "47-2" 11 "30-11" 14 8 "Supp" "Reduced" 1 1 1 0.2762 21 NA "ALIVE" 21 2.4 0 3.7 6.94 84 NA NA NA 29.82 67 11.51655368 144 0.0799760672222222 7.8700672883016 "D"
"444" 30 "47-2" 12 "30-12" 6 20 "Supp" "Ambient" 1 1 1 0.3237 35 NA "ALIVE" 39.8 17.6 9.4 3.28 5.94 4 NA NA NA 25.73 60.5 7.116578996 89 0.079961561752809 4.86325658849652 "B"
"445" 30 "47-2" 13 "30-13" 9 6 "Supp" "Ambient" 1 1 1 0.27 30 1 "ALIVE" 36 13 15.6 3.4 6.8 0.6 NA NA NA 9.47 60 1.235216406 30 0.0411738802 0.84410983536822 "A"
"446" 30 "47-2" 10 "30-10" 15 22 "Supp" "Ambient" 1 1 1 0.273 32 NA "ALIVE" 39.2 14.6 5.4 3.53 6.99 NA NA NA NA 29.11 67.5 2.938345688 65 0.0452053182769231 2.00797729280856 "E"
"447" 30 "47-2" 16 "30-16" 9 24 "Open" "Ambient" 1 1 1 0.355 42 1 "ALIVE" 12 19.8 7.2 3.16 6.29 49.4 NA NA NA 12.3 52 1.295884324 22 0.0589038329090909 0.88556847049188 "B"
"448" 30 "47-2" 14 "30-14" 22 8 "Supp" "Reduced" 1 1 1 0.3311 18 1 "ALIVE" 1 24 0.8 3.2 5.98 0 NA NA NA 11.83 60 0.85795243 13 0.0659963407692308 0.5862989520891 "D"
"449" 31 "8-2" 5 "31-5" 7 6 "Supp" "Reduced" 0 0 0 0.4255 17 1 "ALIVE" 0.6 0 2.2 3.45 6.62 NA NA NA NA 19.75 71 3.6782 46 0.0799608695652174 2.513571534 "A"
"450" 31 "8-2" 7 "31-7" 3 5 "Supp" "Reduced" 0 0 0 0.3677 14 NA "ALIVE" 0.6 2.4 0.4 3.52 6.37 35 NA NA NA 21.89 87.5 2.2247 28 0.0794535714285714 1.520293239 "A"
"451" 31 "8-2" 12 "31-12" 21 8 "Open" "Ambient" 0 0 0 0.3926 21 NA "ALIVE" 18 29.4 24 3.52 6.81 NA NA NA NA 21.72 92 0.2156 4 0.0539 0.147334572 "D"
"452" 31 "8-2" 6 "31-6" 21 16 "Supp" "Reduced" 0 0 0 0.3993 51 1 "ALIVE" 5.6 0 3.2 3.46 6.82 13.4 NA NA NA 55.3 90.5 5.5485 32 0.173390625 3.791678445 "E"
"453" 31 "8-2" 1 "31-1" 18 16 "Open" "Reduced" 0 0 0 0.3816 NA 1 "ALIVE" 4.4 6 2.2 NA NA NA NA NA NA 17.55 NA 0 0 NA 0 "E"
"454" 31 "8-2" 2 "31-2" 23 5 "Supp" "Ambient" 0 0 0 0.3063 15 NA "ALIVE" 2.8 10.4 5.6 3.77 6.43 2 NA NA NA 29.08 78.5 0.8623 13 0.0663307692307692 0.589269951 "D"
"455" 31 "8-2" 3 "31-3" 12 14 "Supp" "Ambient" 0 0 0 0.4887 14 1 "ALIVE" 5.8 3.8 0 3.6 6.69 30.6 NA NA NA 1.7 NA 0.1044 2 0.0522 0.071343828 "E"
"456" 31 "8-2" 4 "31-4" 11 8 "Open" "Ambient" 0 0 0 0.427 49 1 "ALIVE" 5.333333333 2.4 8.4 NA NA NA NA NA NA 7.1 NA 0 0 NA 0 "A"
